CustomerID,num_purchases,total_spending,customer_segment,avg_spending,estimated_lifetime_value
13552,5,492.20,"Medium Spender",70.31,1687.44
17044,7,1115.28,"High Spender",69.71,1673.04
15291,8,766.50,"High Spender",69.68,1672.32
15546,2,277.95,"Medium Spender",69.49,1667.76
16525,7,623.23,"High Spender",69.25,1662.00
15638,2,207.00,"Medium Spender",69.00,1656.00
14134,9,1034.90,"High Spender",68.99,1655.76
12678,3,618.30,"High Spender",68.70,1648.80
16586,1,68.00,"Low Spender",68.00,1632.00
13461,3,474.30,"Medium Spender",67.76,1626.24
15057,1,67.20,"Low Spender",67.20,1612.80
15980,3,401.70,"Medium Spender",66.95,1606.80
15782,1,133.68,"Medium Spender",66.84,1604.16
12857,4,1000.25,"High Spender",66.68,1600.32
14233,3,265.20,"Medium Spender",66.30,1591.20
14984,2,132.60,"Medium Spender",66.30,1591.20
14643,2,198.84,"Medium Spender",66.28,1590.72
15181,1,66.00,"Low Spender",66.00,1584.00
16077,1,66.00,"Low Spender",66.00,1584.00
16199,1,66.00,"Low Spender",66.00,1584.00
12524,5,659.40,"High Spender",65.94,1582.56
14924,1,65.70,"Low Spender",65.70,1576.80
12469,2,326.16,"Medium Spender",65.23,1565.52
16993,2,257.10,"Medium Spender",64.28,1542.72
15485,4,320.50,"Medium Spender",64.10,1538.40
15854,7,575.40,"High Spender",63.93,1534.32
15513,12,1848.32,"High Spender",63.74,1529.76
17739,6,382.04,"Medium Spender",63.67,1528.08
13316,4,316.75,"Medium Spender",63.35,1520.40
13162,7,632.32,"High Spender",63.23,1517.52
16705,14,2189.06,"High Spender",62.54,1500.96
17018,2,186.50,"Medium Spender",62.17,1492.08
16194,1,61.20,"Low Spender",61.20,1468.80
16555,1,61.20,"Low Spender",61.20,1468.80
14712,1,121.50,"Medium Spender",60.75,1458.00
15614,3,240.10,"Medium Spender",60.03,1440.72
13762,1,60.00,"Low Spender",60.00,1440.00
14414,1,60.00,"Low Spender",60.00,1440.00
14408,2,119.40,"Medium Spender",59.70,1432.80
13768,2,119.10,"Medium Spender",59.55,1429.20
15317,1,59.40,"Low Spender",59.40,1425.60
17339,1,59.00,"Low Spender",59.00,1416.00
16839,4,412.74,"Medium Spender",58.96,1415.04
16019,11,1353.08,"High Spender",58.83,1411.92
17436,2,117.06,"Medium Spender",58.53,1404.72
12796,1,58.50,"Low Spender",58.50,1404.00
15341,1,58.50,"Low Spender",58.50,1404.00
16024,2,175.45,"Medium Spender",58.48,1403.52
14156,65,12104.32,"High Spender",57.92,1390.08
16256,1,173.28,"Medium Spender",57.76,1386.24
13799,6,344.40,"Medium Spender",57.40,1377.60
17127,2,172.05,"Medium Spender",57.35,1376.40
13929,2,114.00,"Medium Spender",57.00,1368.00
13408,20,1708.28,"High Spender",56.94,1366.56
14440,7,455.54,"Medium Spender",56.94,1366.56
13288,2,113.82,"Medium Spender",56.91,1365.84
13253,1,112.80,"Medium Spender",56.40,1353.60
14970,4,225.45,"Medium Spender",56.36,1352.64
16118,1,168.92,"Medium Spender",56.31,1351.44
17242,2,168.90,"Medium Spender",56.30,1351.20
12843,6,336.79,"Medium Spender",56.13,1347.12
15030,3,166.85,"Medium Spender",55.62,1334.88
17666,2,166.80,"Medium Spender",55.60,1334.40
13361,2,110.30,"Medium Spender",55.15,1323.60
13767,19,1378.13,"High Spender",55.13,1323.12
17428,9,1541.53,"High Spender",55.05,1321.20
14952,7,438.40,"Medium Spender",54.80,1315.20
14607,6,382.76,"Medium Spender",54.68,1312.32
12435,3,273.00,"Medium Spender",54.60,1310.40
14051,5,382.18,"Medium Spender",54.60,1310.40
14597,1,54.60,"Low Spender",54.60,1310.40
18094,3,326.70,"Medium Spender",54.45,1306.80
13647,3,162.60,"Medium Spender",54.20,1300.80
12910,2,161.46,"Medium Spender",53.82,1291.68
17193,1,107.40,"Medium Spender",53.70,1288.80
16711,1,53.55,"Low Spender",53.55,1285.20
13692,1,107.04,"Medium Spender",53.52,1284.48
17677,14,1603.75,"High Spender",53.46,1283.04
13183,4,267.18,"Medium Spender",53.44,1282.56
14299,10,957.55,"High Spender",53.20,1276.80
16167,3,159.46,"Medium Spender",53.15,1275.60
14031,21,2178.32,"High Spender",53.13,1275.12
15636,1,53.10,"Low Spender",53.10,1274.40
18079,1,158.08,"Medium Spender",52.69,1264.56
16331,1,157.40,"Medium Spender",52.47,1259.28
15841,5,313.71,"Medium Spender",52.29,1254.96
17354,3,418.12,"Medium Spender",52.27,1254.48
15803,1,156.72,"Medium Spender",52.24,1253.76
13139,1,311.58,"Medium Spender",51.93,1246.32
12374,1,103.20,"Medium Spender",51.60,1238.40
18144,2,103.20,"Medium Spender",51.60,1238.40
15290,3,154.20,"Medium Spender",51.40,1233.60
18157,1,51.00,"Low Spender",51.00,1224.00
12507,1,101.40,"Medium Spender",50.70,1216.80
13922,2,151.50,"Medium Spender",50.50,1212.00
16210,6,352.52,"Medium Spender",50.36,1208.64
16067,2,201.36,"Medium Spender",50.34,1208.16
12357,1,451.14,"Medium Spender",50.13,1203.12
12731,4,399.16,"Medium Spender",49.90,1197.60
16546,2,298.50,"Medium Spender",49.75,1194.00
13324,2,247.65,"Medium Spender",49.53,1188.72
13831,5,395.92,"Medium Spender",49.49,1187.76
12406,1,98.50,"Low Spender",49.25,1182.00
17873,6,393.90,"Medium Spender",49.24,1181.76
13802,14,1373.49,"High Spender",49.05,1177.20
17388,3,294.00,"Medium Spender",49.00,1176.00
17621,2,146.00,"Medium Spender",48.67,1168.08
14918,4,292.00,"Medium Spender",48.67,1168.08
15123,2,193.50,"Medium Spender",48.38,1161.12
14459,1,193.20,"Medium Spender",48.30,1159.20
15144,4,240.10,"Medium Spender",48.02,1152.48
14290,2,96.00,"Low Spender",48.00,1152.00
13760,3,239.90,"Medium Spender",47.98,1151.52
16772,2,191.55,"Medium Spender",47.89,1149.36
16140,1,47.70,"Low Spender",47.70,1144.80
17990,3,238.05,"Medium Spender",47.61,1142.64
16701,9,564.06,"High Spender",47.01,1128.24
18154,3,234.96,"Medium Spender",46.99,1127.76
12583,8,704.08,"High Spender",46.94,1126.56
14568,1,46.80,"Low Spender",46.80,1123.20
17021,1,46.80,"Low Spender",46.80,1123.20
14882,3,187.15,"Medium Spender",46.79,1122.96
13438,1,46.50,"Low Spender",46.50,1116.00
13445,1,46.50,"Low Spender",46.50,1116.00
16233,2,138.90,"Medium Spender",46.30,1111.20
14739,6,370.00,"Medium Spender",46.25,1110.00
15939,1,274.79,"Medium Spender",45.80,1099.20
16430,4,228.80,"Medium Spender",45.76,1098.24
15681,4,228.36,"Medium Spender",45.67,1096.08
15410,2,226.38,"Medium Spender",45.28,1086.72
14316,1,90.48,"Low Spender",45.24,1085.76
15322,1,90.45,"Low Spender",45.23,1085.52
16131,3,451.36,"Medium Spender",45.14,1083.36
14060,2,90.23,"Low Spender",45.12,1082.88
13406,1,45.00,"Low Spender",45.00,1080.00
14339,1,45.00,"Low Spender",45.00,1080.00
14708,1,45.00,"Low Spender",45.00,1080.00
15481,1,45.00,"Low Spender",45.00,1080.00
18035,1,45.00,"Low Spender",45.00,1080.00
17270,2,224.85,"Medium Spender",44.97,1079.28
16843,11,894.54,"High Spender",44.73,1073.52
15050,2,222.98,"Medium Spender",44.60,1070.40
15199,1,88.90,"Low Spender",44.45,1066.80
17512,5,355.32,"Medium Spender",44.42,1066.08
13696,2,132.00,"Medium Spender",44.00,1056.00
17685,3,307.50,"Medium Spender",43.93,1054.32
15430,2,131.75,"Medium Spender",43.92,1054.08
15032,3,174.95,"Medium Spender",43.74,1049.76
14538,2,130.90,"Medium Spender",43.63,1047.12
17675,15,1088.95,"High Spender",43.56,1045.44
16553,6,435.02,"Medium Spender",43.50,1044.00
12481,4,823.92,"High Spender",43.36,1040.64
16120,2,389.97,"Medium Spender",43.33,1039.92
15008,1,43.20,"Low Spender",43.20,1036.80
12863,2,129.45,"Medium Spender",43.15,1035.60
16133,11,775.98,"High Spender",43.11,1034.64
18064,4,215.40,"Medium Spender",43.08,1033.92
13329,6,473.30,"Medium Spender",43.03,1032.72
16570,6,382.92,"Medium Spender",42.55,1021.20
17409,5,212.46,"Medium Spender",42.49,1019.76
16539,5,423.55,"Medium Spender",42.36,1016.64
15637,2,127.03,"Medium Spender",42.34,1016.16
17575,1,84.30,"Low Spender",42.15,1011.60
12791,2,126.30,"Medium Spender",42.10,1010.40
16917,1,125.95,"Medium Spender",41.98,1007.52
17004,2,209.23,"Medium Spender",41.85,1004.40
14969,1,41.76,"Low Spender",41.76,1002.24
12761,1,166.80,"Medium Spender",41.70,1000.80
16143,3,124.95,"Medium Spender",41.65,999.60
18172,15,1038.16,"High Spender",41.53,996.72
15093,12,990.05,"High Spender",41.25,990.00
12483,4,164.90,"Medium Spender",41.23,989.52
17848,8,410.71,"Medium Spender",41.07,985.68
14655,2,122.70,"Medium Spender",40.90,981.60
13107,3,285.36,"Medium Spender",40.77,978.48
17526,4,203.20,"Medium Spender",40.64,975.36
12653,1,121.80,"Medium Spender",40.60,974.40
13074,1,81.20,"Low Spender",40.60,974.40
12813,2,162.00,"Medium Spender",40.50,972.00
16857,1,81.00,"Low Spender",40.50,972.00
14558,2,80.85,"Low Spender",40.43,970.32
14295,2,161.23,"Medium Spender",40.31,967.44
16174,2,120.50,"Medium Spender",40.17,964.08
14465,5,278.70,"Medium Spender",39.81,955.44
15777,1,39.80,"Low Spender",39.80,955.20
14147,1,39.60,"Low Spender",39.60,950.40
14737,1,39.60,"Low Spender",39.60,950.40
15488,1,39.60,"Low Spender",39.60,950.40
17927,1,39.60,"Low Spender",39.60,950.40
12847,1,158.30,"Medium Spender",39.58,949.92
17548,2,78.90,"Low Spender",39.45,946.80
18177,3,117.90,"Medium Spender",39.30,943.20
12621,10,745.90,"High Spender",39.26,942.24
15482,2,195.42,"Medium Spender",39.08,937.92
14306,1,78.08,"Low Spender",39.04,936.96
14733,3,389.88,"Medium Spender",38.99,935.76
17560,2,116.95,"Medium Spender",38.98,935.52
18173,1,77.96,"Low Spender",38.98,935.52
12758,4,779.19,"High Spender",38.96,935.04
14001,4,310.10,"Medium Spender",38.76,930.24
12600,3,154.80,"Medium Spender",38.70,928.80
13786,6,348.20,"Medium Spender",38.69,928.56
18271,2,77.00,"Low Spender",38.50,924.00
12477,3,806.41,"High Spender",38.40,921.60
13495,4,268.78,"Medium Spender",38.40,921.60
15432,1,38.25,"Low Spender",38.25,918.00
17768,1,76.32,"Low Spender",38.16,915.84
16825,2,76.00,"Low Spender",38.00,912.00
13129,1,37.80,"Low Spender",37.80,907.20
17230,7,717.61,"High Spender",37.77,906.48
13047,7,565.76,"High Spender",37.72,905.28
16872,1,37.50,"Low Spender",37.50,900.00
15856,21,1649.34,"High Spender",37.49,899.76
14301,1,112.02,"Medium Spender",37.34,896.16
13870,5,335.94,"Medium Spender",37.33,895.92
18097,4,186.60,"Medium Spender",37.32,895.68
16045,3,484.77,"Medium Spender",37.29,894.96
13576,10,446.61,"Medium Spender",37.22,893.28
14135,7,372.24,"Medium Spender",37.22,893.28
18171,3,148.60,"Medium Spender",37.15,891.60
17716,10,928.50,"High Spender",37.14,891.36
16048,2,111.00,"Medium Spender",37.00,888.00
13089,56,4201.22,"High Spender",36.85,884.40
16353,5,257.40,"Medium Spender",36.77,882.48
13599,7,401.46,"Medium Spender",36.50,876.00
17897,7,509.35,"High Spender",36.38,873.12
12540,13,726.95,"High Spender",36.35,872.40
12786,1,72.60,"Low Spender",36.30,871.20
12853,1,108.90,"Medium Spender",36.30,871.20
16912,2,72.10,"Low Spender",36.05,865.20
12695,1,36.00,"Low Spender",36.00,864.00
13168,1,107.80,"Medium Spender",35.93,862.32
13473,3,143.26,"Medium Spender",35.82,859.68
12671,1,107.34,"Medium Spender",35.78,858.72
13078,19,1071.99,"High Spender",35.73,857.52
16779,26,2243.04,"High Spender",35.60,854.40
13745,1,106.56,"Medium Spender",35.52,852.48
14820,1,35.40,"Low Spender",35.40,849.60
14929,1,35.40,"Low Spender",35.40,849.60
14967,1,35.40,"Low Spender",35.40,849.60
15211,1,35.40,"Low Spender",35.40,849.60
16027,1,35.40,"Low Spender",35.40,849.60
16465,1,35.40,"Low Spender",35.40,849.60
14055,1,70.20,"Low Spender",35.10,842.40
15651,2,70.20,"Low Spender",35.10,842.40
17017,8,491.42,"Medium Spender",35.10,842.40
14113,5,279.82,"Medium Spender",34.98,839.52
12649,4,174.00,"Medium Spender",34.80,835.20
13695,1,34.80,"Low Spender",34.80,835.20
15387,1,139.20,"Medium Spender",34.80,835.20
15851,1,34.80,"Low Spender",34.80,835.20
17815,1,69.60,"Low Spender",34.80,835.20
18217,1,34.80,"Low Spender",34.80,835.20
14293,3,208.62,"Medium Spender",34.77,834.48
14895,12,1041.63,"High Spender",34.72,833.28
13771,2,277.61,"Medium Spender",34.70,832.80
13113,6,346.29,"Medium Spender",34.63,831.12
14897,3,207.50,"Medium Spender",34.58,829.92
15079,2,345.55,"Medium Spender",34.56,829.44
15270,7,448.73,"Medium Spender",34.52,828.48
17633,2,103.50,"Medium Spender",34.50,828.00
15332,4,517.40,"High Spender",34.49,827.76
12747,8,275.60,"Medium Spender",34.45,826.80
15623,5,310.05,"Medium Spender",34.45,826.80
15027,1,68.85,"Low Spender",34.43,826.32
14285,2,68.55,"Low Spender",34.28,822.72
12389,1,136.80,"Medium Spender",34.20,820.80
14010,1,68.10,"Low Spender",34.05,817.20
13091,1,102.00,"Medium Spender",34.00,816.00
13177,1,34.00,"Low Spender",34.00,816.00
14281,1,34.00,"Low Spender",34.00,816.00
14619,1,34.00,"Low Spender",34.00,816.00
15772,1,34.00,"Low Spender",34.00,816.00
17858,9,577.37,"High Spender",33.96,815.04
16749,2,101.82,"Medium Spender",33.94,814.56
16204,2,101.80,"Medium Spender",33.93,814.32
16590,1,33.90,"Low Spender",33.90,813.60
14401,4,235.60,"Medium Spender",33.66,807.84
14809,1,33.60,"Low Spender",33.60,806.40
12755,3,100.65,"Medium Spender",33.55,805.20
14298,26,3254.53,"High Spender",33.55,805.20
18066,1,134.10,"Medium Spender",33.53,804.72
13090,4,300.81,"Medium Spender",33.42,802.08
17090,2,99.45,"Low Spender",33.15,795.60
14004,3,231.80,"Medium Spender",33.11,794.64
14680,30,2181.78,"High Spender",33.06,793.44
13977,1,33.00,"Low Spender",33.00,792.00
15197,2,66.00,"Low Spender",33.00,792.00
17083,3,99.00,"Low Spender",33.00,792.00
17420,1,33.00,"Low Spender",33.00,792.00
13501,2,131.90,"Medium Spender",32.98,791.52
14282,6,263.55,"Medium Spender",32.94,790.56
12429,2,65.56,"Low Spender",32.78,786.72
14560,10,491.51,"Medium Spender",32.77,786.48
15498,17,1471.53,"High Spender",32.70,784.80
12840,2,130.10,"Medium Spender",32.53,780.72
12563,1,64.80,"Low Spender",32.40,777.60
17478,2,64.74,"Low Spender",32.37,776.88
14469,4,226.33,"Medium Spender",32.33,775.92
14685,6,451.30,"Medium Spender",32.24,773.76
14332,2,160.70,"Medium Spender",32.14,771.36
15978,2,192.36,"Medium Spender",32.06,769.44
17080,3,128.16,"Medium Spender",32.04,768.96
17203,3,159.95,"Medium Spender",31.99,767.76
18287,2,127.60,"Medium Spender",31.90,765.60
16103,8,318.08,"Medium Spender",31.81,763.44
12677,1,31.80,"Low Spender",31.80,763.20
15084,1,31.80,"Low Spender",31.80,763.20
17525,1,31.80,"Low Spender",31.80,763.20
15384,2,158.10,"Medium Spender",31.62,758.88
14894,1,31.60,"Low Spender",31.60,758.40
12766,2,188.34,"Medium Spender",31.39,753.36
14230,2,62.70,"Low Spender",31.35,752.40
13758,5,376.09,"Medium Spender",31.34,752.16
13992,1,31.20,"Low Spender",31.20,748.80
15534,1,62.40,"Low Spender",31.20,748.80
17172,1,31.20,"Low Spender",31.20,748.80
13750,3,123.66,"Medium Spender",30.92,742.08
17311,3,247.05,"Medium Spender",30.88,741.12
13023,1,184.80,"Medium Spender",30.80,739.20
12825,2,61.50,"Low Spender",30.75,738.00
16281,1,61.50,"Low Spender",30.75,738.00
12725,2,245.60,"Medium Spender",30.70,736.80
13310,1,61.35,"Low Spender",30.68,736.32
15640,10,613.50,"High Spender",30.68,736.32
16099,2,122.50,"Medium Spender",30.63,735.12
15370,1,122.40,"Medium Spender",30.60,734.40
16651,1,30.60,"Low Spender",30.60,734.40
14628,3,91.74,"Low Spender",30.58,733.92
14025,4,305.00,"Medium Spender",30.50,732.00
16588,3,213.25,"Medium Spender",30.46,731.04
18170,4,182.57,"Medium Spender",30.43,730.32
14744,5,242.30,"Medium Spender",30.29,726.96
13539,2,60.54,"Low Spender",30.27,726.48
14435,1,30.24,"Low Spender",30.24,725.76
18258,5,181.11,"Medium Spender",30.19,724.56
14442,4,361.85,"Medium Spender",30.15,723.60
16873,5,481.10,"Medium Spender",30.07,721.68
12385,1,60.00,"Low Spender",30.00,720.00
12601,1,30.00,"Low Spender",30.00,720.00
13513,1,30.00,"Low Spender",30.00,720.00
13787,1,30.00,"Low Spender",30.00,720.00
13962,1,30.00,"Low Spender",30.00,720.00
14460,2,60.00,"Low Spender",30.00,720.00
14788,1,30.00,"Low Spender",30.00,720.00
15127,1,30.00,"Low Spender",30.00,720.00
15162,1,30.00,"Low Spender",30.00,720.00
15231,1,30.00,"Low Spender",30.00,720.00
15586,2,60.00,"Low Spender",30.00,720.00
15735,1,30.00,"Low Spender",30.00,720.00
16500,1,30.00,"Low Spender",30.00,720.00
17067,1,30.00,"Low Spender",30.00,720.00
17094,1,30.00,"Low Spender",30.00,720.00
17671,2,60.00,"Low Spender",30.00,720.00
18163,1,30.00,"Low Spender",30.00,720.00
17098,1,29.96,"Low Spender",29.96,719.04
17416,8,748.60,"High Spender",29.94,718.56
16736,4,299.27,"Medium Spender",29.93,718.32
17849,1,29.90,"Low Spender",29.90,717.60
15110,1,29.85,"Low Spender",29.85,716.40
15151,2,89.40,"Low Spender",29.80,715.20
12471,28,1575.52,"High Spender",29.73,713.52
12349,2,267.50,"Medium Spender",29.72,713.28
12355,1,29.70,"Low Spender",29.70,712.80
14981,1,29.70,"Low Spender",29.70,712.80
15072,1,29.70,"Low Spender",29.70,712.80
15441,1,29.70,"Low Spender",29.70,712.80
12451,3,265.88,"Medium Spender",29.54,708.96
13373,3,413.59,"Medium Spender",29.54,708.96
15722,5,265.15,"Medium Spender",29.46,707.04
17147,3,176.34,"Medium Spender",29.39,705.36
13961,1,58.65,"Low Spender",29.33,703.92
15617,2,117.20,"Medium Spender",29.30,703.20
13707,2,263.40,"Medium Spender",29.27,702.48
16468,1,58.50,"Low Spender",29.25,702.00
12408,2,116.88,"Medium Spender",29.22,701.28
13658,4,233.71,"Medium Spender",29.21,701.04
16168,8,291.75,"Medium Spender",29.18,700.32
13269,9,466.34,"Medium Spender",29.15,699.60
17146,8,641.31,"High Spender",29.15,699.60
14695,3,174.38,"Medium Spender",29.06,697.44
12849,3,145.19,"Medium Spender",29.04,696.96
17787,1,58.05,"Low Spender",29.03,696.72
16109,1,57.84,"Low Spender",28.92,694.08
13851,2,57.60,"Low Spender",28.80,691.20
16043,2,86.40,"Low Spender",28.80,691.20
